target_id	length	eff_length	est_counts	tpm
Solyd01g050010.1	1179	1000	0	0
Solyd01g050020.1	456	277	0	0
Solyd01g050030.1	393	214	5	8.54207
Solyd01g050040.1	360	181	0	0
Solyd01g050050.1	1981	1802	765.957	155.402
Solyd01g050060.1	807	628	0.00566863	0.00330009
Solyd01g050070.1	438	259	6	8.46951
Solyd01g050080.1	618	439	4.02488	3.35194
Solyd01g050090.1	1527	1348	55	14.9169
Solyd01g050110.1	2125	1946	16.9751	3.18916
Solyd01g050100.1	456	277	0	0
Solyd01g050120.1	801	622	43.9943	25.8591
Solyd01g050130.1	2411	2232	49826	8161.48
Solyd01g050140.1	771	592	1	0.617569
Solyd01g050150.1	2415	2236	0	0
Solyd01g050160.1	1374	1195	49	14.9912
Solyd01g050170.1	1131	952	4	1.53614
Solyd01g050180.1	456	277	14	18.478
Solyd01g050190.1	393	214	6	10.2505
Solyd01g050200.1	924	745	6	2.94443
Solyd01g050210.1	1017	838	138	60.2063
Solyd01g050220.1	1371	1192	143.463	44.0017
Solyd01g050230.1	915	736	0	0
Solyd01g050240.1	522	343	0	0
Solyd01g050250.1	501	322	0	0
Solyd01g050260.1	477	298	0	0
Solyd01g050270.1	1338	1159	17	5.36256
Solyd01g050280.1	896	717	52	26.515
Solyd01g050290.1	888	709	1	0.515657
Solyd01g050300.1	978	799	14	6.40602
Solyd01g050310.1	1572	1393	15	3.93683
Solyd01g050320.1	2694	2515	48	6.97767
Solyd01g050330.1	744	565	0	0
Solyd01g050340.1	1611	1432	12	3.06369
Solyd01g050350.1	1954	1775	207	42.6362
Solyd01g050360.1	1224	1045	1	0.349857
Solyd01g050370.1	483	304	0	0
Solyd01g050380.1	1078	899	65.5373	26.6524
Solyd01g050390.1	708	529	31	21.4246
Solyd01g050400.1	723	544	4	2.68824
Solyd01g050410.1	723	544	13	8.73678
Solyd01g050420.1	1068	889	5	2.05625
Solyd01g050430.1	1704	1525	48	11.5074
Solyd01g050440.1	612	433	0	0
Solyd01g050450.1	2125	1946	0	0
Solyd01g050460.1	1800	1621	3	0.67662
Solyd01g050470.1	2574	2395	69	10.533
Solyd01g050480.1	840	661	0	0
Solyd01g050490.1	795	616	0	0
Solyd01g050500.1	276	97.0001	0	0
Solyd01g050510.1	1891	1712	1	0.213552
Solyd01g050520.1	675	496	0	0
Solyd01g050530.1	666	487	18	13.513
Solyd01g050540.1	1749	1570	0	0
Solyd01g050550.1	324	145	0	0
Solyd01g050560.1	1282	1103	8	2.65168
Solyd01g050570.1	966	787	361	167.702
Solyd01g050580.1	408	229	7	11.1756
Solyd01g050590.1	531	352	0	0
Solyd01g050600.1	1401	1222	5	1.49591
Solyd01g050610.1	1098	919	2	0.795649
Solyd01g050620.1	1803	1624	56	12.6069
Solyd01g050630.1	1203	1024	69	24.6352
Solyd01g050640.1	1902	1723	0	0
Solyd01g050650.1	981	802	10	4.55861
Solyd01g050660.1	4257	4078	160	14.3443
Solyd01g050670.1	3456	3277	22	2.45444
Solyd01g050680.1	657	478	2	1.52971
Solyd01g050690.1	1464	1285	11	3.12965
Solyd01g050700.1	297	118	0	0
Solyd01g050710.1	1390	1211	153.718	46.4075
Solyd01g050720.1	603	424	38.5417	33.2332
Solyd01g050730.1	1590	1411	745	193.035
Solyd01g050740.1	603	424	36.4583	31.4368
Solyd01g050750.1	603	424	0	0
Solyd01g050760.1	1391	1212	0	0
Solyd01g050770.1	1401	1222	53.4265	15.9842
Solyd01g050780.1	600	421	0	0
Solyd01g050790.1	1493	1314	5.32428	1.4814
Solyd01g050800.1	2409	2230	0	0
Solyd01g050810.1	1623	1444	0	0
Solyd01g050820.1	930	751	0	0
Solyd01g050830.1	1177	998	7	2.56433
Solyd01g050840.1	408	229	0	0
Solyd01g050850.1	1662	1483	50.0551	12.34
Solyd01g050860.1	2256	2077	12	2.11228
Solyd01g050870.1	3789	3610	0	0
Solyd01g050880.1	1431	1252	0	0
Solyd01g050890.1	1680	1501	2	0.487143
Solyd01g050900.1	834	655	38	21.2104
Solyd01g050910.1	786	607	48	28.9108
Solyd01g050920.1	930	751	0	0
Solyd01g050930.1	1392	1213	0	0
Solyd01g050940.1	2241	2062	0	0
Solyd01g050950.1	629	450	12.2504	9.9528
Solyd01g050960.1	1247	1068	11.6944	4.00327
Solyd01g050970.1	2256	2077	12	2.11228
Solyd01g050980.1	309	130	0	0
Solyd01g050990.1	531	352	0	0
Solyd01g051000.1	2469	2290	0	0
Solyd01g051010.1	1959	1780	0	0
Solyd01g051020.1	1182	1003	0	0
Solyd01g051030.1	2139	1960	5	0.932655
Solyd01g051040.1	1489	1310	2.67572	0.746752
Solyd01g051050.1	936	757	0	0
Solyd01g051060.1	600	421	0	0
Solyd01g051070.1	1401	1222	119.574	35.7743
Solyd01g051080.1	1020	841	0	0
Solyd01g051090.1	1393	1214	15.2819	4.60219
Solyd01g051100.1	1446	1267	7	2.01989
Solyd01g051110.1	558	379	14	13.505
Solyd01g051120.1	2154	1975	0	0
Solyd01g051130.1	1344	1165	0	0
Solyd01g051140.1	2514	2335	9	1.40917
Solyd01g051150.1	813	634	1	0.576657
Solyd01g051160.1	1137	958	1	0.381629
Solyd01g051170.1	1128	949	0	0
Solyd01g051180.1	942	763	24	11.4999
Solyd01g051190.1	1815	1636	136	30.3922
Solyd01g051200.1	2511	2332	0	0
Solyd01g051210.1	801	622	0	0
Solyd01g051220.1	699	520	0	0
Solyd01g051230.1	1314	1135	0	0
Solyd01g051240.1	582	403	1	0.907198
Solyd01g051250.1	1629	1450	4	1.00855
Solyd01g051260.1	2412	2233	13	2.12844
Solyd01g051270.1	792	613	65	38.7668
Solyd01g051280.1	2580	2401	31.061	4.72966
Solyd01g051290.1	951	772	19	8.99794
Solyd01g051300.1	324	145	0	0
Solyd01g051310.1	1146	967	3	1.13423
Solyd01g051320.1	2550	2371	12	1.85036
Solyd01g051330.1	1318	1139	76	24.3948
Solyd01g051340.1	444	265	0	0
Solyd01g051350.1	183	17.7996	0	0
Solyd01g051360.1	351	172	0	0
Solyd01g051370.1	2790	2611	27.939	3.91211
Solyd01g051380.1	1214	1035	237.812	84.0039
Solyd01g051390.1	474	295	0	0
Solyd01g051400.1	2052	1873	319.978	62.4582
Solyd01g051410.1	504	325	17.8198	20.0459
Solyd01g051420.1	1218	1039	21.875	7.69732
Solyd01g051430.1	942	763	319.21	152.953
Solyd01g051440.1	501	322	7.18022	8.15246
Solyd01g051450.1	1218	1039	13.125	4.61839
Solyd01g051460.1	339	160	70	159.95
Solyd01g051470.1	1122	943	16	6.20319
Solyd01g051480.1	1770	1591	1	0.229793
Solyd01g051490.1	1032	853	100	42.8606
Solyd01g051500.1	945	766	2	0.954571
Solyd01g051510.1	945	766	2	0.954571
Solyd01g051520.1	1170	991	3	1.10676
Solyd01g051540.1	1566	1387	43	11.3344
Solyd01g051530.1	522	343	6	6.39535
Solyd01g051550.1	537	358	4	4.08492
Solyd01g051560.1	465	286	8	10.2266
Solyd01g051570.1	2482	2303	155	24.6062
Solyd01g051580.1	1041	862	20	8.48261
Solyd01g051590.1	975	796	14	6.43016
Solyd01g051600.1	993	814	0	0
Solyd01g051610.1	1028	849	1	0.430625
Solyd01g051620.1	729	550	1	0.664728
Solyd01g051630.1	1185	1006	10	3.6342
Solyd01g051640.1	1830	1651	21	4.65028
Solyd01g051650.1	5700	5521	133	8.80726
Solyd01g051670.1	5763	5584	68	4.45216
Solyd01g051660.1	3114	2935	0	0
Solyd01g051680.1	582	403	22	19.9583
Solyd01g051690.1	826	647	267	150.874
Solyd01g051700.1	1677	1498	5729	1398.21
Solyd01g051710.1	1614	1435	0	0
Solyd01g051720.1	1131	952	4	1.53614
Solyd01g051730.1	750	571	0	0
Solyd01g051740.1	342	163	0	0
Solyd01g051750.1	1124	945	8	3.09503
Solyd01g051760.1	1992	1813	7	1.41159
Solyd01g051770.1	1467	1288	19	5.39318
Solyd01g051780.1	1038	859	137	58.3088
Solyd01g051790.1	4782	4603	4	0.317706
Solyd01g051800.1	2580	2401	72	10.9634
Solyd01g051810.1	2703	2524	13	1.88305
Solyd01g051820.1	738	559	0	0
Solyd01g051840.1	369	190	0	0
Solyd01g051830.1	936	757	0	0
Solyd01g051850.1	936	757	0	0
Solyd01g051860.1	936	757	0	0
Solyd01g051870.1	1410	1231	0	0
Solyd01g051880.1	1444	1265	12	3.46815
Solyd01g051890.1	2552	2373	0	0
Solyd01g051900.1	1308	1129	25	8.09567
Solyd01g051910.1	6600	6421	0	0
Solyd01g051920.1	1283	1104	12	3.97392
Solyd01g051930.1	474	295	8	9.91459
Solyd01g051940.1	696	517	0	0
Solyd01g051950.1	2100	1921	0	0
Solyd01g051960.1	1221	1042	0	0
Solyd01g051970.1	4593	4414	0	0
Solyd01g051980.1	1254	1075	56.8333	19.3287
Solyd01g051990.1	1612	1433	5	1.27565
Solyd01g052000.1	2297	2118	0	0
Solyd01g052010.1	351	172	0	0
Solyd01g052020.1	1065	886	0	0
Solyd01g052030.1	351	172	0	0
Solyd01g052040.1	2276	2097	0	0
Solyd01g052050.1	1835	1656	0	0
Solyd01g052060.1	1254	1075	36.1667	12.3001
Solyd01g052070.1	1749	1570	430.323	100.208
Solyd01g052080.1	1344	1165	1.77193	0.556067
Solyd01g052090.1	987	808	0	0
Solyd01g052100.1	1827	1648	36	7.98642
Solyd01g052110.1	1914	1735	14	2.95009
Solyd01g052120.1	3573	3394	8	0.861757
Solyd01g052130.1	2247	2068	17.2281	3.04574
Solyd01g052140.1	1749	1570	149.677	34.8549
Solyd01g052150.1	1281	1102	1	0.331761
Solyd01g052160.1	336	157	44	102.461
Solyd01g052170.1	1056	877	0	0
Solyd01g052180.1	2727	2548	10	1.43485
Solyd01g052190.1	786	607	856	515.575
Solyd01g052200.1	1140	961	66	25.1089
Solyd01g052210.1	1270	1091	66	22.117
Solyd01g052220.1	1846	1667	170	37.2838
Solyd01g052230.1	1443	1264	62	17.9329
Solyd01g052240.1	1713	1534	0	0
Solyd01g052250.1	3234	3055	1	0.119673
Solyd01g052260.1	2259	2080	83	14.5889
Solyd01g052270.1	5034	4855	17	1.28017
Solyd01g052280.1	2865	2686	48.3094	6.57556
Solyd01g052290.1	516	337	148.173	160.749
Solyd01g052300.1	273	94.0001	0	0
Solyd01g052310.1	2556	2377	0	0
Solyd01g052320.1	909	730	8	4.00658
Solyd01g052330.1	984	805	22	9.99157
Solyd01g052340.1	903	724	18	9.08952
Solyd01g052350.1	3744	3565	41.8796	4.29487
Solyd01g052360.1	339	160	3.12041	7.13015
Solyd01g052370.1	3257	3078	27	3.20702
Solyd01g052380.1	1525	1346	17	4.61754
Solyd01g052390.1	1509	1330	89.5238	24.609
Solyd01g052400.1	408	229	61.8267	98.7068
Solyd01g052410.1	2861	2682	2.69061	0.366775
Solyd01g052420.1	1509	1330	4.47619	1.23045
Solyd01g052430.1	423	244	0	0
Solyd01g052440.1	723	544	0	0
Solyd01g052450.1	573	394	0	0
Solyd01g052460.1	594	415	0.842288	0.742026
Solyd01g052470.1	2298	2119	1	0.172534
Solyd01g052480.1	2265	2086	4	0.701056
Solyd01g052490.1	2325	2146	11.1577	1.90087
Solyd01g052500.1	1218	1039	0	0
Solyd01g052510.1	1179	1000	4	1.4624
Solyd01g052520.1	1236	1057	0	0
Solyd01g052530.1	1354	1175	5	1.55575
Solyd01g052540.1	2034	1855	225	44.3451
Solyd01g052550.1	1233	1054	0.5	0.173435
Solyd01g052560.1	1566	1387	0	0
Solyd01g052570.1	2325	2146	0	0
Solyd01g052580.1	777	598	165	100.876
Solyd01g052590.1	1419	1240	36	10.6142
Solyd01g052600.1	3161	2982	20	2.45205
Solyd01g052610.1	2742	2563	0	0
Solyd01g052620.1	2325	2146	35	5.96273
Solyd01g052630.1	1233	1054	0.5	0.173435
Solyd01g052640.1	3355	3176	51	5.87079
Solyd01g052650.1	927	748	0	0
Solyd01g052660.1	2601	2422	2	0.3019
Solyd01g052670.1	438	259	0	0
Solyd01g052680.1	762	583	8.66542	5.43411
Solyd01g052700.1	1164	985	21.6303	8.02848
Solyd01g052690.1	843	664	0	0
Solyd01g052720.1	759	580	4.33458	2.73228
Solyd01g052710.1	1144	965	526.37	199.421
Solyd01g052730.1	843	664	860	473.519
Solyd01g052740.1	1611	1432	54.1568	13.8266
Solyd01g052750.1	965	786	24.497	11.3945
Solyd01g052760.1	612	433	121.806	102.846
