target_id	length	eff_length	est_counts	tpm
Solyd01g050010.1	1179	1000	2.63343	0.54781
Solyd01g050020.1	456	277	0	0
Solyd01g050030.1	393	214	1.31034	1.27374
Solyd01g050040.1	360	181	4	4.59716
Solyd01g050050.1	1981	1802	0	0
Solyd01g050060.1	807	628	33.2172	11.003
Solyd01g050070.1	438	259	24	19.2761
Solyd01g050080.1	618	439	33.0612	15.6662
Solyd01g050090.1	1527	1348	345	53.24
Solyd01g050110.1	2125	1946	71.9388	7.69004
Solyd01g050100.1	456	277	0	0
Solyd01g050120.1	801	622	1407.78	470.819
Solyd01g050130.1	2411	2232	93	8.66757
Solyd01g050140.1	771	592	3	1.05416
Solyd01g050150.1	2415	2236	22	2.04672
Solyd01g050160.1	1374	1195	76	13.2298
Solyd01g050170.1	1131	952	9.36657	2.04669
Solyd01g050180.1	456	277	53	39.802
Solyd01g050190.1	393	214	36.6897	35.6647
Solyd01g050200.1	924	745	51	14.2404
Solyd01g050210.1	1017	838	763	189.404
Solyd01g050220.1	1371	1192	64.9843	11.3407
Solyd01g050230.1	915	736	0	0
Solyd01g050240.1	522	343	0	0
Solyd01g050250.1	501	322	19	12.2746
Solyd01g050260.1	477	298	0	0
Solyd01g050270.1	1338	1159	60	10.769
Solyd01g050280.1	896	717	13	3.77166
Solyd01g050290.1	888	709	6	1.76041
Solyd01g050300.1	978	799	101.469	26.4176
Solyd01g050310.1	1572	1393	73	10.9013
Solyd01g050320.1	2694	2515	383	31.6788
Solyd01g050330.1	744	565	3	1.10454
Solyd01g050340.1	1611	1432	0	0
Solyd01g050350.1	1954	1775	573	67.1529
Solyd01g050360.1	1224	1045	50	9.95319
Solyd01g050370.1	483	304	10	6.84282
Solyd01g050380.1	1078	899	27.0157	6.25123
Solyd01g050390.1	708	529	45	17.6956
Solyd01g050400.1	723	544	41	15.6781
Solyd01g050410.1	723	544	11	4.20632
Solyd01g050420.1	1068	889	65	15.2097
Solyd01g050430.1	1704	1525	119	16.2325
Solyd01g050440.1	612	433	0	0
Solyd01g050450.1	2125	1946	10.5313	1.12577
Solyd01g050460.1	1800	1621	17	2.1816
Solyd01g050470.1	2574	2395	124	10.7702
Solyd01g050480.1	840	661	0	0
Solyd01g050490.1	795	616	0	0
Solyd01g050500.1	276	97.0001	0	0
Solyd01g050510.1	1891	1712	120	14.581
Solyd01g050520.1	675	496	0	0
Solyd01g050530.1	666	487	11	4.69864
Solyd01g050540.1	1749	1570	5	0.662489
Solyd01g050550.1	324	145	0	0
Solyd01g050560.1	1282	1103	300	56.5789
Solyd01g050570.1	966	787	142	37.5338
Solyd01g050580.1	408	229	8	7.26713
Solyd01g050590.1	531	352	0	0
Solyd01g050600.1	1401	1222	17	2.89392
Solyd01g050610.1	1098	919	0	0
Solyd01g050620.1	1803	1624	182	23.3128
Solyd01g050630.1	1203	1024	0	0
Solyd01g050640.1	1902	1723	13	1.56952
Solyd01g050650.1	981	802	44	11.4127
Solyd01g050660.1	4257	4078	111	5.66219
Solyd01g050670.1	3456	3277	116	7.3636
Solyd01g050680.1	657	478	74	32.2042
Solyd01g050690.1	1464	1285	36	5.82784
Solyd01g050700.1	297	118	0	0
Solyd01g050710.1	1390	1211	113.062	19.4214
Solyd01g050720.1	603	424	0	0
Solyd01g050730.1	1590	1411	843	124.282
Solyd01g050740.1	603	424	170.667	83.732
Solyd01g050750.1	603	424	141.333	69.3405
Solyd01g050760.1	1391	1212	62.6621	10.755
Solyd01g050770.1	1401	1222	855.579	145.646
Solyd01g050780.1	600	421	0	0
Solyd01g050790.1	1493	1314	15.3174	2.42493
Solyd01g050800.1	2409	2230	0	0
Solyd01g050810.1	1623	1444	0	0
Solyd01g050820.1	930	751	0	0
Solyd01g050830.1	1177	998	16	3.33502
Solyd01g050840.1	408	229	0	0
Solyd01g050850.1	1662	1483	238.004	33.3849
Solyd01g050860.1	2256	2077	61.5	6.15952
Solyd01g050870.1	3789	3610	9.9449	0.573062
Solyd01g050880.1	1431	1252	4	0.664606
Solyd01g050890.1	1680	1501	2	0.277177
Solyd01g050900.1	834	655	214	67.9643
Solyd01g050910.1	786	607	227	77.7939
Solyd01g050920.1	930	751	0	0
Solyd01g050930.1	1392	1213	0	0
Solyd01g050940.1	2241	2062	0	0
Solyd01g050950.1	629	450	30.0459	13.8893
Solyd01g050960.1	1247	1068	9.95056	1.93814
Solyd01g050970.1	2256	2077	61.5	6.15952
Solyd01g050980.1	309	130	0	0
Solyd01g050990.1	531	352	0	0
Solyd01g051000.1	2469	2290	0	0
Solyd01g051010.1	1959	1780	0	0
Solyd01g051020.1	1182	1003	0	0
Solyd01g051030.1	2139	1960	10	1.06133
Solyd01g051040.1	1489	1310	20.6826	3.28429
Solyd01g051050.1	936	757	0	0
Solyd01g051060.1	600	421	0	0
Solyd01g051070.1	1401	1222	517.421	88.0809
Solyd01g051080.1	1020	841	0	0
Solyd01g051090.1	1393	1214	19.276	3.30299
Solyd01g051100.1	1446	1267	48	7.88085
Solyd01g051110.1	558	379	45	24.6991
Solyd01g051120.1	2154	1975	0	0
Solyd01g051130.1	1344	1165	0	0
Solyd01g051140.1	2514	2335	38.0348	3.38846
Solyd01g051150.1	813	634	8	2.62488
Solyd01g051160.1	1137	958	11	2.38856
Solyd01g051170.1	1128	949	0	0
Solyd01g051180.1	942	763	34	9.26964
Solyd01g051190.1	1815	1636	86	10.9351
Solyd01g051200.1	2511	2332	4.96523	0.442914
Solyd01g051210.1	801	622	2	0.66888
Solyd01g051220.1	699	520	0	0
Solyd01g051230.1	1314	1135	1	0.183279
Solyd01g051240.1	582	403	116	59.8772
Solyd01g051250.1	1629	1450	6	0.860779
Solyd01g051260.1	2412	2233	89	8.29105
